	Arakhin	Avodah Zarah	Bava Batra	Bava Kamma	Bava Metzia	Beitzah	Bekhorot	Berakhot	Chagigah	Chullin	Eruvin	Gittin	Horayot	Keritot	Ketubot	Kiddushin	Makkot	Megillah	Meilah	Menachot	Moed Katan	Nazir	Nedarim	Niddah	Pesachim	Rosh Hashanah	Sanhedrin	Shabbat	Shevuot	Sotah	Sukkah	Taanit	Tamid	Temurah	Yevamot	Yoma	Zevachim
Rabbi Shmuel bar Naḥmani	3	7	9	7	3	0	0	18	2	3	1	1	0	0	5	0	3	10	0	7	3	0	0	0	6	2	17	19	1	11	1	11	1	0	3	9	2
Rabbi Shmuel bar Rabbi Naḥmani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Shmuel bar Rav Yitzḥak	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Shmuel bar Sheilat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Shmuel bar Yitzḥak	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Rabbi Shmuel bar Ḥiyya	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Simai	0	1	0	0	2	0	0	0	0	1	0	0	0	1	5	10	1	4	0	0	0	0	0	2	0	1	3	2	0	3	0	0	0	0	4	1	1
Rabbi Simlai	0	9	3	0	0	0	2	1	0	0	0	0	0	0	0	7	4	0	0	0	1	0	0	0	6	2	5	2	0	1	0	0	0	0	0	0	0
Rabbi Simon	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	0	1	0
Rabbi Tadai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rabbi Tanḥum	0	4	0	5	1	0	1	16	4	0	0	0	0	0	0	1	1	4	0	0	3	0	0	0	0	0	12	3	0	6	1	2	0	0	2	0	0
Rabbi Tanḥum bar Ḥakhinai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rabbi Tanḥuma	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Tarfon	1	0	0	19	17	1	28	3	2	0	2	7	0	3	13	13	0	0	0	10	3	8	9	9	3	0	9	11	0	0	8	0	0	0	11	1	10
Rabbi Tavi	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
Rabbi Tavla	0	0	2	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Rabbi Taḥalifa	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Taḥlifa	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Tovi bar Kisna	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Toviya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Tzadok	0	0	4	1	0	5	11	2	1	6	0	5	5	5	1	5	0	0	9	5	1	2	5	22	7	3	3	5	0	0	6	1	1	0	0	4	2
Rabbi Ulla	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ulla the Great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Uzziel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Uzziel the Great	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Valles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rabbi Volas	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yaakov	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rabbi Yanai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rabbi Yannai	2	20	26	12	29	0	7	12	2	25	14	14	0	2	20	14	3	4	9	12	6	1	7	32	5	5	8	28	1	1	3	2	0	2	19	26	17
Rabbi Yannai bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rabbi Yannai the Elder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov	0	7	9	42	12	9	3	12	5	29	11	8	1	1	10	18	0	0	1	11	14	6	3	2	7	1	15	14	2	4	13	0	0	2	10	9	3
Rabbi Ya’akov bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Abba	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Adda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Aḥa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Rabbi Ya’akov bar Giyorei	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Idi	0	1	0	0	1	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Naḥmani	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov bar Zavdi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov ben Dostai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Ya’akov ben Korshei	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehonatan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Yehoshua	11	30	25	35	16	25	87	51	31	62	36	7	6	56	87	13	10	7	9	38	8	15	8	89	182	38	45	50	17	30	5	38	1	18	51	9	98
Rabbi Yehoshua Deroma	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua HaGarsi	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yehoshua bar Abba	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua bar Memel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua bar Ḥananya	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua ben	1	4	4	1	1	0	4	2	0	1	0	1	0	0	3	1	0	2	0	0	1	0	1	1	1	0	5	1	1	0	0	0	0	0	0	1	0
Rabbi Yehoshua ben Beteira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0
Rabbi Yehoshua ben Elisha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua ben Hyrcanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Rabbi Yehoshua ben Kefusai	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua ben Korḥa	0	13	5	5	5	0	2	9	0	1	0	2	1	0	1	3	0	14	0	1	0	1	1	0	0	1	31	7	0	0	0	0	0	0	0	3	3
Rabbi Yehoshua ben Levi	3	31	16	10	6	8	9	94	2	53	25	32	3	1	48	14	7	31	0	11	4	3	6	28	35	10	37	39	4	23	15	6	3	8	27	24	9
Rabbi Yehoshua ben Peraḥya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Rabbi Yehoshua ben Petter Rosh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua ben Zeruz	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua ben Ḥananya	0	0	0	0	0	0	7	0	3	8	5	1	0	0	0	1	0	0	0	1	0	4	2	2	4	0	3	3	0	0	2	6	0	0	0	0	0
Rabbi Yehoshua ben Ḥinnana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehoshua disagrees	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
Rabbi Yehuda	112	94	156	249	194	155	201	222	37	406	395	151	48	107	219	167	80	100	16	322	83	96	132	164	409	40	265	446	85	110	229	60	2	92	183	257	251
Rabbi Yehuda Gelostera	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda HaNasi	47	104	157	85	98	62	31	73	21	180	101	143	21	48	140	118	21	53	14	235	52	61	56	154	123	16	140	156	69	42	29	17	1	65	132	94	120
Rabbi Yehuda Nesia	1	11	6	9	0	2	4	1	0	0	2	2	0	0	1	0	0	1	0	2	8	2	1	5	0	1	0	3	0	0	0	3	0	0	4	0	0
Rabbi Yehuda Rav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda bar Livai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda bar Naḥmani	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rabbi Yehuda bar Zavdi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Yehuda bar Zevina	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben	0	2	3	1	4	0	0	0	2	1	2	7	0	0	1	3	4	1	0	0	0	0	0	12	2	0	4	2	1	1	0	1	0	0	5	1	0
Rabbi Yehuda ben Agra	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Bava	0	6	0	2	0	2	0	2	0	2	14	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	1	0	1	0	0	0	1	7	1	0
Rabbi Yehuda ben Beroka	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Beteira	11	9	1	4	1	1	1	9	0	12	2	3	0	0	6	4	0	2	0	5	3	0	1	0	7	0	11	11	12	3	1	12	0	0	15	6	0
Rabbi Yehuda ben Gadish	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Gamda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Rabbi Yehuda ben Gamliel	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Kanosa	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Lakish	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
Rabbi Yehuda ben Levi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Menasya	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Nekosa	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Rabbi Yehuda ben Neḥemya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Pazi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yehuda ben Roetz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Shammua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Sheila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Shimon	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Tabbai	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda ben Teima	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yehuda Ḥayyata	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yeimar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Yeshevav	2	0	0	0	0	0	0	0	0	5	0	0	0	0	8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Yeḥiel	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yirmeya	0	21	36	43	28	5	24	23	3	57	9	32	1	6	14	6	3	19	1	34	10	6	14	27	18	3	39	57	11	6	17	3	0	26	8	17	53
Rabbi Yirmeya Bira’a	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yirmeya bar Taḥlifa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rabbi Yirmeya ben	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yirmeya ben Elazar	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishamel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yishmael	18	59	47	99	41	5	50	37	18	126	31	35	7	44	38	48	30	22	7	72	15	15	33	52	54	11	89	83	62	76	12	6	0	22	63	46	110
Rabbi Yishmael bar	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael bar Abba	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael bar Elisha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael bar Yosei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Rabbi Yishmael ben	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Beroka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Elazar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Elisha	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0
Rabbi Yishmael ben Kimḥit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Rabbi Yishmael ben Loga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yishmael ben Pabi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yishmael ben Pavi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rabbi Yishmael ben Rabbi Yosei	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Satriel	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Ya’akov	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Yehotzadak	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yishmael ben Zeirud	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzchak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzhak bar Naḥmani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rabbi Yitzhak ben Aḥa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak	6	15	18	14	29	16	7	48	5	38	18	20	1	16	13	17	20	24	0	20	4	6	9	30	19	18	48	29	18	24	12	35	0	4	19	11	5
Rabbi Yitzḥak Nappaḥa	1	5	7	7	1	2	0	2	3	6	0	5	0	1	2	4	1	11	0	1	2	0	2	0	1	0	5	4	0	3	0	0	0	1	8	5	4
Rabbi Yitzḥak bar	0	0	0	0	0	0	0	1	0	3	2	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Rabbi Yitzḥak bar Adda	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Ami	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Ashyan	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Avdimi	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0
Rabbi Yitzḥak bar Avin	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Naḥmani	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	1	0
Rabbi Yitzḥak bar Shmuel	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Yosef	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak bar Ze’iri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Ela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Elazar	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0
Rabbi Yitzḥak ben Elyashiv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Rabbi Yitzḥak ben Pineḥas	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Tavlai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabbi Yitzḥak ben Yosef	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Ze’eira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabbi Yitzḥak ben Ze’eiri	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Ḥakla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak ben Ḥalov	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yitzḥak of Migdal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yona	0	5	0	0	1	0	2	5	1	0	0	1	0	1	3	1	0	0	0	2	0	0	1	1	0	2	0	2	1	0	0	1	0	7	4	0	3
Rabbi Yona bar	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabbi Yona bar Taḥlifa	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
